Country,Year,Country_Code,Continent,Region,Population,GDP_Per_Capita,Per_Capita_Sugar_Consumption,Total_Sugar_Consumption,Sugar_From_Sugarcane,Sugar_From_Beet,Sugar_From_HFCS,Processed_Food_Consumption,Avg_Daily_Sugar_Intake,Diabetes_Prevalence,Obesity_Rate,Sugar_Imports,Sugar_Exports,Avg_Retail_Price_Per_Kg,Gov_Tax,Gov_Subsidies,Education_Campaign,Urbanization_Rate,Climate_Conditions,Sugarcane_Production_Yield
France,2023,FRA,Europe,Western Europe,250044202.5,33872.11,33.17,8293861.66,78.41,12.88,15.81,257.55,90.88,10.47,12.77,8908769.35,8567437.71,0.51,0,0,1,17.05,2,43.73
Australia,1980,AUS,Oceania,Australia & New Zealand,121039150.6,8382.4,52.66,6373453.41,82.67,20.14,30.48,116.04,144.28,12.67,8.32,3128805.09,8810268.14,1.98,0,0,1,84.21,4,41.25
Australia,1979,AUS,Oceania,Australia & New Zealand,228419330.1,825.65,44.39,10139852.86,58.66,22.43,56.84,122.6,121.63,7.89,39.56,4728833.44,2591937.2,3.66,0,0,0,88.28,1,72.69
China,1978,CHN,Asia,East Asia,158067677.4,48395.29,58.09,9182284.21,58.14,8.37,17.38,72.38,159.17,4.94,22.27,6387883.42,5195235.88,4.42,0,0,0,53.69,4,74.08
Mexico,1992,MEX,North America,Central America,280812609.8,40638.97,30.79,8646872.91,58.63,31.66,48.99,132.39,84.37,2.77,26.51,1216563.69,1480523.74,2.11,1,0,1,19.65,2,53.28
Germany,2015,DEU,Europe,Western Europe,98889302.91,20301.31,53.33,5274101.25,87.26,9.81,13.14,200.04,146.13,8.43,17,7521762.31,22422.24,1.6,0,1,1,66.76,4,46.8
Russia,2022,RUS,Europe,Eastern Europe,109444487.9,23128.82,56.53,6187147.81,55.64,27.92,8.68,141.03,154.9,13.77,9.68,5075966.41,1285242.4,1.24,0,1,0,15.25,4,71.85
France,1963,FRA,Europe,Western Europe,291025968.4,46488.74,9.1,2649610.55,80.59,20.82,5.47,220.22,24.95,9.89,34.43,664809.07,8227293.7,2.68,0,0,0,57.39,3,99.94
Indonesia,2019,IDN,Asia,Southeast Asia,221520004.3,10778.69,29.42,6516338.95,89.47,33.38,58.79,244.02,80.6,4.6,10.06,1520150.37,4961161.8,2.51,0,0,1,49.07,4,37.9
India,1978,IND,Asia,South Asia,231997634.2,40240.02,62.59,14520573.48,87.85,15.35,34.22,102.82,171.49,7.58,22.58,5932364.12,2572146.87,2.74,1,0,1,14.16,5,93.22
Russia,2019,RUS,Europe,Eastern Europe,89497047.94,1387.51,50.82,4548547.37,66.4,34.28,30.86,201.02,139.26,11.79,34.09,4320225.17,9927892.69,1.69,0,0,0,22.31,1,30.98
Indonesia,2011,IDN,Asia,Southeast Asia,160081274.8,43847.78,32.2,5154458.98,83.57,13.83,0.43,167.61,88.23,14.78,28.11,9091209.63,3258277.6,2.61,0,0,0,21.07,1,79.48
Mexico,2008,MEX,North America,Central America,94748754.64,29669.56,16.89,1600621.64,76.81,25.1,29.06,39.89,46.29,13.55,28.61,6651278.99,5331500.97,2.08,0,0,1,66.84,5,37.73
USA,1987,USA,North America,Northern America,78700797.17,24140.11,11.28,887721.73,84.74,22.01,39.76,94.01,30.91,10.48,13.07,5950154.62,5944522.63,4.93,0,0,0,71.07,2,77.61
France,1981,FRA,Europe,Western Europe,161037115.1,35469.66,19.91,3205895.1,56.45,17.34,24.6,45.52,54.55,5.3,23.4,7240645.07,1903904.77,1.35,1,1,0,17.92,4,73.26
Indonesia,2010,IDN,Asia,Southeast Asia,296340426.7,3848.73,20.91,6194999.21,80.6,5.41,7.74,243.05,57.28,13.78,6.46,5139328.6,1920343.55,1.04,0,0,0,38.03,5,56.76
China,2018,CHN,Asia,East Asia,73513437.87,20645.76,16.5,1212964.87,71.6,9.14,42.85,242.88,45.21,14.2,30.3,9786758.56,4942862.7,3.97,0,0,0,83.35,3,85
India,2005,IND,Asia,South Asia,73695567.52,31084.38,14.49,1068076.47,79.16,12.88,28.52,196.03,39.71,9.69,32.52,8992332.58,3050707.61,4.18,0,0,1,14.73,3,85.62
Indonesia,1989,IDN,Asia,Southeast Asia,116045529.4,13414.19,41.5,4816394.15,70.08,23.45,31.76,107.46,113.72,11,9.57,2645560.76,9418607.38,4.58,0,0,0,84.9,2,56.67
France,1988,FRA,Europe,Western Europe,253293160.5,32455.68,17.95,4547744.61,62.09,24.74,25.48,263.96,49.2,15.18,19.7,7302904.43,2332254.33,4.07,0,0,0,80.14,3,57.55
Japan,1969,JPN,Asia,East Asia,89949700.87,46004.28,36.96,3324898.76,60.26,9.2,52.78,145.15,101.28,6.03,11.89,9358870.83,4605417.59,3.86,0,0,1,38.6,4,95.54
Japan,2012,JPN,Asia,East Asia,118273151.7,8715.97,22.99,2718659.89,89.94,10.76,22.85,72.16,62.98,10.64,8.46,1253546.44,366295.17,0.66,0,1,1,44.79,5,89.49
India,1991,IND,Asia,South Asia,23012547.23,9868.43,10.64,244899.05,57.91,24,36.55,226.63,29.16,2.59,38.8,9950402.88,7953700.84,2.69,0,1,0,17.3,2,84.62
Australia,1968,AUS,Oceania,Australia & New Zealand,36554120.46,30226.16,68.84,2516437.89,59.42,19.24,56.15,107.87,188.63,9.44,20.36,3241577.35,2825888.49,2.03,0,0,1,41.81,1,60.55
Germany,1984,DEU,Europe,Western Europe,41882588.95,22951.34,34.76,1455729.8,63.36,21.21,33.97,74.81,95.24,13.64,16.56,3440468.3,9571782.25,2.05,0,0,1,54.24,3,71.73
China,1975,CHN,Asia,East Asia,104745596.3,36046.18,30.55,3199776.95,69.88,35.77,1.79,239.41,83.7,5.76,16.48,5333016.42,8164650.05,1.07,0,0,0,39.69,5,86.46
USA,1974,USA,North America,Northern America,157701492.9,14750.32,17.94,2829628.19,84.76,11.48,6.1,139.77,49.16,12.18,12.29,966091.18,8491058.13,4.47,0,1,1,16.79,5,94.24
China,2018,CHN,Asia,East Asia,1222550.152,27468.57,37.2,45477.38,57.06,36.87,58.01,68.87,101.92,12.75,38.91,9232172.44,2053138.51,1.59,0,0,0,27.07,3,82.19
Australia,2007,AUS,Oceania,Australia & New Zealand,57789761.14,19647.99,46.29,2675043.78,74.64,35.01,33.13,204.99,126.83,11.32,22.11,193996.37,1911233.7,0.72,0,1,0,31.43,1,58.69
France,1977,FRA,Europe,Western Europe,53519356.04,14422.58,24.8,1327400.72,64.74,36.56,11.36,246.91,67.96,14.19,23.55,70650.31,6106184,2.57,0,1,0,71.62,3,61.54
USA,2012,USA,North America,Northern America,76750707.79,36600.17,36.23,2780462.94,81.88,27.45,34.07,125.99,99.26,8.67,29.87,9705139.06,1212937.67,2.95,0,0,0,26.27,5,70.55
South Africa,1982,ZAF,Africa,Sub-Saharan Africa,50658196.89,39896.74,20.41,1033947.37,74.08,35.24,57.44,77.53,55.92,5.18,19.27,4018645.95,9603318.57,2.1,0,0,1,65.28,2,52.1
France,2014,FRA,Europe,Western Europe,59343326.17,16783.1,39.3,2332272.85,81.8,39.69,2.69,17.08,107.69,11.37,14.78,2478495.12,956131.89,2.16,0,1,1,35.09,1,64.29
Indonesia,2001,IDN,Asia,Southeast Asia,295180227.9,31337.11,56.17,16579960.87,84.2,21.5,31.63,261.78,153.9,15.62,15.25,2762836.11,7013313.4,2.27,0,0,0,18.87,5,66.4
Australia,1966,AUS,Oceania,Australia & New Zealand,229045256.3,39652.91,38.66,8854782.62,89.83,36.63,26.8,267.54,105.93,14.31,25.18,8947699.28,6213507.53,1.66,0,0,0,76.01,4,68.96
Russia,1998,RUS,Europe,Eastern Europe,245983669.7,14421.91,30.96,7615310.12,74.75,15.84,39.27,214.33,84.83,13.97,34.07,7469151.4,8666978.59,4.73,0,0,0,34.32,2,73.82
Indonesia,2011,IDN,Asia,Southeast Asia,200636498.6,8962.26,9.81,1968783.2,75.5,20.49,27.55,153.38,26.89,2.3,13.49,1732261.07,2063759.04,2.22,0,0,0,57.02,5,82.35
India,1970,IND,Asia,South Asia,211520000.7,47028.09,66.13,13988471.08,55.62,25.08,57.77,212.64,181.2,4.53,25.44,3421781.02,1280394.01,2.39,0,0,0,76.2,5,38.42
Mexico,1983,MEX,North America,Central America,195162669.9,32353.25,41.7,8138234.5,69.51,16.28,57.82,67.21,114.26,14.08,39.81,9890855.67,969184.53,2.59,0,0,0,17.34,3,30.68
Brazil,1994,BRA,South America,South America,278606439.1,40556.06,29.22,8140968.28,77.75,18.33,18.86,53.69,80.06,7.66,36.77,7789869.67,8685194.47,3.63,0,0,0,27.98,4,90.54
South Africa,2009,ZAF,Africa,Sub-Saharan Africa,56535803.69,34464.04,22.62,1279044.88,59.93,19.84,1.27,275.98,61.99,14.08,27.65,4900730.28,8860731.84,2.02,0,1,1,78.65,5,90.46
Indonesia,1984,IDN,Asia,Southeast Asia,83144280.71,28450.67,39.27,3264805.04,63.09,13.83,9.27,225.84,107.59,7.48,38.14,2474912.66,7678182.85,1.37,0,1,0,36.27,1,80.5
Mexico,1987,MEX,North America,Central America,28884306.1,18894.87,49.79,1438058.87,78.01,21.57,4.29,281.48,136.42,8.56,37.89,1561471.66,3855029.79,3.95,0,0,0,24.18,5,88.26
USA,1971,USA,North America,Northern America,251360014.4,45966.89,56.06,14091189.13,58.47,32.26,44.34,231.5,153.6,7.5,6.56,1711678.87,4039027.97,3.18,0,0,1,50.35,1,49.17
USA,1976,USA,North America,Northern America,272224263.6,44254.03,39.21,10673706.31,71.54,18.29,45.42,282,107.43,8.87,27.8,5276244.19,6460875.92,2.24,0,0,0,46.99,4,40
Australia,2017,AUS,Oceania,Australia & New Zealand,124091038.3,35637.52,55.52,6889783.52,86.68,10.47,32.25,180.53,152.13,9.53,28.68,1705552.34,755326.71,1.78,1,0,0,35.91,3,55
Japan,2017,JPN,Asia,East Asia,133341633.3,28784.83,38.63,5151605.13,66.09,33.84,13.01,281.19,105.86,6.6,37.85,7350452.53,7556132.1,1.02,0,1,0,49.38,4,51.94
France,2000,FRA,Europe,Western Europe,135058593.9,16575.01,68.32,9227843.91,58.42,22.9,36.81,71.41,187.21,8.58,15.05,9355255.8,1976948.37,1.7,0,0,0,82.27,3,77.45
USA,1977,USA,North America,Northern America,230071111,22436.45,25.62,5894666.75,61.73,13.84,20.08,118.77,70.2,2.7,21.79,3653600,7405358.68,2.01,0,0,1,44.51,2,67.33
South Africa,2014,ZAF,Africa,Sub-Saharan Africa,106036390.6,39296.1,34.01,3606671.88,61.16,11.14,47.08,11.66,93.2,9.9,15.63,6989622.24,4195003.56,1.73,0,0,1,75.18,3,97.89
Russia,2004,RUS,Europe,Eastern Europe,61986263.59,32449.39,23.43,1452127.14,73.75,7.89,47.44,270.42,64.19,10.43,13.68,8161652.32,2464592.93,1.82,1,0,1,25.72,3,61.05
USA,1994,USA,North America,Northern America,166660084.2,49628.73,15.32,2552946.44,77.3,18.49,35.25,276.24,41.97,7.27,28.49,9330948.24,6906443.42,0.54,0,0,0,53.01,3,56.98
South Africa,1995,ZAF,Africa,Sub-Saharan Africa,164428885.1,48645.42,33.04,5432717.52,75.21,11.94,34.4,241.14,90.53,8.78,30.7,3419375.94,8948889.35,3.81,1,0,0,62.46,5,92.81
Mexico,2016,MEX,North America,Central America,266726043.8,20300.24,63.31,16885661.2,69.25,6.33,24.44,83.76,173.46,13.99,8.47,1300615.34,9449116.12,1.36,0,1,1,49.41,4,72.37
India,2022,IND,Asia,South Asia,268857721.9,10030.45,21.61,5809887.99,87.13,12.89,56.91,121.66,59.21,11.24,32.96,9056214.96,9672609.42,1.04,0,1,1,62.05,1,85.62
India,1977,IND,Asia,South Asia,146676136.3,23459.99,28.52,4182941.33,82.7,30.51,56.97,105.99,78.14,14.75,14.38,1834503.98,9395683.07,3.35,0,1,1,58.91,4,81.85
South Africa,2006,ZAF,Africa,Sub-Saharan Africa,1186118.699,17131.11,58.63,69541.65,61.52,37.78,52.23,268.25,160.65,6.24,26.48,8597682.62,3346875.52,2.97,0,0,0,45.38,1,40.66
China,1979,CHN,Asia,East Asia,143997837,37190.96,51.82,7461697.66,79.83,10.57,36.36,40.36,141.98,5.54,30.26,5842962.12,3844873.36,2.06,0,0,0,45.18,2,43.91
India,2014,IND,Asia,South Asia,6917257.132,32681.8,40.73,281772.18,63.78,8.13,19.47,229.64,111.61,11.61,26.01,5978365.34,6588791.39,1.49,0,0,1,28.3,5,78.22
Australia,1965,AUS,Oceania,Australia & New Zealand,106424797,48450.53,18.62,1981216.97,75.61,10.7,25.25,176.56,51.01,10.97,37.83,7705011.72,4439283.87,2.23,0,0,1,81.58,2,79.99
China,1968,CHN,Asia,East Asia,191392641.1,27688.37,11.02,2109932.86,61.69,9.92,50.89,209.46,30.21,8.65,5.71,9981937.97,3470629.49,0.7,0,0,1,80.36,1,49.83
USA,2002,USA,North America,Northern America,111989070,48389.87,20.06,2246695.84,56.87,27.11,8.86,269.1,54.97,4.37,36.9,9644041.24,3573829.8,3.14,0,0,0,34.17,5,71.53
Mexico,1988,MEX,North America,Central America,278140516.2,14901.35,54.5,15157876.71,50.37,10.47,37.25,282.94,149.32,10.63,30.67,1306420.09,5570853.11,4.58,0,1,1,27.42,2,89.01
India,2022,IND,Asia,South Asia,192588326.4,43308.8,65.68,12648652.45,89.78,27.2,13.85,13.03,179.96,10.13,37.76,9845495.3,7491690.77,3.49,0,0,0,41.36,5,45.5
India,1972,IND,Asia,South Asia,112956676.7,40578.95,39.3,4438644.63,83.29,13.69,0.3,62.66,107.67,8.74,11.66,6362581.26,5472842.99,1.78,0,0,1,81.77,2,73.74
Brazil,1995,BRA,South America,South America,12524513.76,46336.32,66.79,836567.11,82.88,36.4,58.16,55.07,183.02,4.6,39.89,3965104.4,1700078.21,2.5,0,1,0,25.31,1,95.24
Australia,1986,AUS,Oceania,Australia & New Zealand,221715737.3,31347.96,58.86,13049495.89,59.44,12.5,6.52,273.56,161.27,8.7,20.6,9921660.56,9986588.35,4.79,0,0,1,27.92,3,65.27
Germany,2006,DEU,Europe,Western Europe,215157174.4,36563.18,47.63,10247812.69,66.63,35.26,45.81,282.93,130.5,7.2,14.56,3155212.3,5297421.88,3.84,1,0,0,45.92,2,55.79
Russia,2016,RUS,Europe,Eastern Europe,159507383.1,47952.67,7.46,1190532.05,83.44,15.62,33.7,124.8,20.45,5.68,32.73,9483000.62,2257914.84,0.78,0,0,1,56.2,2,81.81
Germany,2008,DEU,Europe,Western Europe,125464143.7,19070.24,23.7,2973836.2,77.59,39.69,49.68,27.74,64.95,11.16,23.79,3559379.11,6340886.73,1.35,0,0,1,45.12,5,40.91
Indonesia,2003,IDN,Asia,Southeast Asia,161956798,25823.39,25.03,4054370.76,64.8,39.33,30.94,246.04,68.59,11.29,26.7,1420063.04,2744422.61,2.46,0,0,0,50.21,5,42.57
India,1965,IND,Asia,South Asia,224297805.8,44965.45,27.57,6184101.81,87.97,33.97,59.06,255.4,75.54,15.29,6.92,6294785.84,6715505.03,4.28,1,0,0,79.92,4,77.64
Australia,1998,AUS,Oceania,Australia & New Zealand,214122843.8,33804.39,30.31,6490077.89,63.69,35.38,36.42,70.79,83.05,10.95,28.29,8789112.77,2297611.91,4.59,0,1,0,75.3,5,72.03
Japan,2016,JPN,Asia,East Asia,197774789,43742.76,66.06,13064805.32,58.48,33.81,36.98,294.99,181,7.39,29.21,9476861.02,1311581.47,1.98,0,0,0,10.89,4,88.51
Russia,1991,RUS,Europe,Eastern Europe,271229403,31103.6,53.22,14435291.69,55.87,27.04,55.25,237.74,145.83,10.16,9.81,8192013.35,2514135.75,1.29,0,0,0,48.64,5,31.4
USA,2008,USA,North America,Northern America,183356624.8,37116.74,49.98,9163389.27,78.05,33.32,15.48,139.61,136.93,11.4,31.06,3971942.16,5665820.99,1.06,1,0,0,68.95,1,45.12
Germany,2002,DEU,Europe,Western Europe,5338384.616,1146.59,32.72,174690.48,51.16,26.99,21.77,141.42,89.66,8.09,7.44,7751417.86,4562629.54,0.87,0,0,0,65.79,1,60.46
Indonesia,2003,IDN,Asia,Southeast Asia,185801086.9,17313.82,26.94,5005615.9,83.83,34.48,39.9,108.47,73.82,10.91,8.28,219971.77,7508710.6,1.22,1,1,0,38.59,3,96.82
China,1987,CHN,Asia,East Asia,184155214.5,38635.83,12.77,2352137.65,62.17,37.74,8.47,225.48,35,12.94,26.94,1837116.43,2536188.45,0.95,1,0,0,64.69,4,90.76
Russia,2004,RUS,Europe,Eastern Europe,21821212.89,20498.39,34.48,752334.45,64.79,31.37,48.58,189.49,94.47,10.99,38.08,5734209.6,6583101.28,2.74,0,0,0,60.67,5,70.61
Mexico,1960,MEX,North America,Central America,128891196.5,18460.91,18.35,2364799.57,82.07,38.76,35.51,236.3,50.27,4.64,20.47,2839491.17,3739183.05,3.91,0,1,0,30.83,1,39.69
China,2009,CHN,Asia,East Asia,195677782.3,47601.84,30.42,5951672.08,82.57,20.69,45.3,165.68,83.34,6.91,10.65,6734507.7,4703912,1.85,0,1,1,26.8,5,43.99
Australia,2013,AUS,Oceania,Australia & New Zealand,211645868.3,27851.15,15.17,3209701.01,66,37.39,59.42,25.15,41.55,14.87,31.09,6881720.42,9173365.29,2.81,0,0,0,15.76,5,93.88
Russia,2010,RUS,Europe,Eastern Europe,268021837.9,10028.36,27.36,7333006.24,72.15,12.92,58.61,263.98,74.97,7.33,25.64,6159569.22,7941602.71,4.46,0,0,1,44.88,2,36.19
South Africa,2002,ZAF,Africa,Sub-Saharan Africa,252572913.2,23875.22,7.79,1968467.17,77.17,6.1,26.86,141.22,21.35,12.97,39.07,7062057.42,2498318.11,4.64,1,1,0,51.43,3,82.45
India,2023,IND,Asia,South Asia,35848990.98,26174.23,5.39,193280.12,77.54,9.48,16.87,221.12,14.77,3.95,9.89,3110146,7044183.52,2.08,0,0,0,13.14,4,92.78
Japan,1990,JPN,Asia,East Asia,183026543.6,49442.22,61.54,11264203.81,71.36,10.61,38.06,82.92,168.63,16.22,31.89,2175676,1221008.8,3.8,0,1,1,42.15,1,41.6
Germany,1989,DEU,Europe,Western Europe,179347941.9,36051.87,46.68,8372350.57,83.76,33.85,42.68,84.6,127.91,5.82,14.14,105980.98,9976662.46,0.82,0,0,0,17.3,1,44.16
Russia,2013,RUS,Europe,Eastern Europe,91820627.39,26210.41,43.2,3966497.99,83.66,19.04,17.68,115.99,118.36,15.49,36.92,6574574.8,8892939.06,3.08,0,0,1,16.02,3,33.75
Russia,1977,RUS,Europe,Eastern Europe,56047606.13,21883.54,38.4,2152038.13,83.95,13.16,16.88,109.71,105.21,3.53,32.6,5854196.57,8474251.37,3.16,0,0,1,32.97,5,97.14
Germany,1988,DEU,Europe,Western Europe,60653089.04,45817,52.24,3168359.46,60.73,33.43,12.9,91,143.13,10.7,20.97,3324729.52,6399812.59,2.96,0,0,0,51.61,3,79.29
China,2001,CHN,Asia,East Asia,54086782.94,32474.08,52.85,2858527.82,60.28,12.07,54.57,103.01,144.81,5.54,6.57,3471273.5,1992546.79,1.24,0,1,0,58.87,2,40.02
Germany,1997,DEU,Europe,Western Europe,242072838.1,18126.3,65.79,15926296.13,55.59,7.73,6.1,50.51,180.27,11.9,28.94,2115045.72,4969703.92,3.5,0,0,1,55.14,4,76.5
China,1982,CHN,Asia,East Asia,45369522.15,23499.2,20.89,947618.8,83.06,21.32,14.78,13.75,57.23,14.17,21.16,3440827.73,4575689.01,1.54,0,0,1,87.08,1,73.89
India,1981,IND,Asia,South Asia,80053201.23,14267.18,56.04,4486015.1,52.43,7.43,37.46,293.14,153.54,7.17,32.93,3026896.29,4137471.52,4.63,0,1,1,28.1,3,47.45
China,1961,CHN,Asia,East Asia,66118732.95,48041.22,69.43,4590309.77,55.41,14.76,28.05,31.6,190.23,8.83,30.92,9719765.55,6527678.75,0.9,0,0,1,45.64,3,76.81
Brazil,1964,BRA,South America,South America,214144192.9,35246.28,6.89,1474687.04,87.05,29.51,7.24,112.67,18.87,2.76,31.19,5017717.12,7385928.58,3.54,0,0,1,50.09,3,85.48
France,1974,FRA,Europe,Western Europe,8195420.83,9569.05,33.34,273254.44,54.85,8.06,24.49,11.18,91.36,10.61,20.27,209401.42,6621146.41,1.99,0,0,0,29.72,3,53.49
Indonesia,2020,IDN,Asia,Southeast Asia,112893401.2,9262.44,58.42,6595131.07,86.36,19.1,57.52,236.16,160.07,11.38,21.45,8274176.81,3644525.37,1.87,0,0,0,61.95,5,46.41
South Africa,1991,ZAF,Africa,Sub-Saharan Africa,92223184.08,24148.24,5.89,543500.92,62.4,22.96,23.74,131.75,16.15,14.02,32.47,7551395.91,172913.47,2.17,1,0,0,78.67,5,83.15
USA,2005,USA,North America,Northern America,119913706.8,23644.57,43.91,5265443.19,85.26,13.76,6.95,71.96,120.31,4.21,19.2,5133949.75,1578041.85,1.55,1,0,1,42.93,1,58.78
France,1965,FRA,Europe,Western Europe,226390906,21180.54,63.02,14266616.69,65.11,10.98,58.34,53.71,172.67,9.57,35.29,7772919.33,6489582.52,4.29,0,0,0,57.17,2,47.67
India,1973,IND,Asia,South Asia,4697705.76,42664.4,14.6,68566.58,64.95,31.66,26.04,252.13,39.99,6.19,14.63,1637057.65,8132582.13,3.32,0,0,0,88.65,4,68.01
South Africa,1983,ZAF,Africa,Sub-Saharan Africa,12274572.92,48969.56,12.51,153582.96,55.41,7.37,8.38,93.32,34.28,5.45,39.51,4476814.01,619706.99,3.82,0,0,1,72.16,4,95.55
USA,2016,USA,North America,Northern America,77437744.93,18063.75,69.99,5419567.19,86.74,38.49,36.66,147.68,191.76,7.98,8.09,2399316.57,1566485.44,1.54,0,0,0,18.93,5,91.82
Germany,1980,DEU,Europe,Western Europe,266873337.4,15083.23,58.69,15662083.82,80.47,5.27,48.51,113.81,160.8,15.55,22.4,5922216.23,4601085.18,1.44,0,0,0,89.96,3,32.9
India,1973,IND,Asia,South Asia,51553275.68,38620.48,50.33,2594789.96,59.03,27.79,42.63,261.61,137.91,6.43,25.61,6224413.92,1071952.67,2.43,0,0,1,65.65,3,48.54
France,1971,FRA,Europe,Western Europe,299114349.1,22764.75,30.93,9252737.51,79.11,9.68,18.69,51.61,84.76,3.81,20.49,9854270.7,6500917.04,3.69,0,1,1,22.7,5,71.27
Germany,1963,DEU,Europe,Western Europe,137384829.4,9456.49,64.98,8927299.92,70.95,11.56,52.97,15.54,178.05,6.96,32.25,3580751.16,1071431.08,2.16,1,0,0,63.89,2,68.88
India,2017,IND,Asia,South Asia,224610811.3,14388.1,52.61,11816001.14,60.17,6.2,11.63,67.77,144.14,6.99,10.96,9476425.08,7293024.29,4.38,0,0,0,77.19,1,79.49
USA,2003,USA,North America,Northern America,156125722.4,565.52,30.88,4820562.89,84.02,35.09,45.41,147.24,84.6,8.6,38.17,9691874.46,8271678.41,4.69,0,0,0,51.63,4,49.68
USA,1980,USA,North America,Northern America,170231687.1,47100.78,42.93,7308031.35,70.45,19.84,1.38,60.6,117.63,13.59,18.74,5698673.77,2565806.47,0.53,0,0,0,55.66,4,49.07
Indonesia,1976,IDN,Asia,Southeast Asia,174650750.8,21797.32,11.4,1991651.16,86.85,14.63,25.17,82.12,31.25,13.12,26.78,5673395.07,4583749.86,3.72,1,1,0,25.66,4,36.21
Brazil,1988,BRA,South America,South America,194967433.3,4600.94,15.27,2977412.19,73.41,38.15,59.1,296.3,41.84,8.64,20.45,4240102.44,5791728.04,2.43,0,1,0,59.04,5,70.31
Germany,2010,DEU,Europe,Western Europe,19168492.82,8665.38,55.9,1071469.43,70.16,7.87,38.03,187.56,153.16,14.18,25.98,2131037.03,222308.72,3.16,0,0,1,56.52,1,55.24
Russia,1975,RUS,Europe,Eastern Europe,185332933.4,16505.22,6.91,1279817.63,77.76,17.2,18.64,23.12,18.92,4.31,30.37,746957.33,7089906.57,2.88,0,0,0,45.04,5,84.17
Germany,1977,DEU,Europe,Western Europe,215367626,27808.85,8.2,1765527.76,81.36,11.21,41.99,148.08,22.46,5.65,22.75,3836411.52,597167.11,4.4,0,1,0,14.33,4,40.25
Indonesia,1997,IDN,Asia,Southeast Asia,93906217.38,35333.95,38.02,3570457.78,50.61,39.69,21.2,178.64,104.18,4.95,8.9,3452384.01,1810606.96,1.34,0,0,1,62.93,1,77.38
South Africa,2000,ZAF,Africa,Sub-Saharan Africa,293595070.3,15738.63,16.08,4722301.42,70.89,24.11,56.33,105.52,44.07,14.34,16.66,5535863.35,7331716.5,3.6,0,1,0,51.5,5,56.41
Australia,2010,AUS,Oceania,Australia & New Zealand,273222314.2,38135.44,30.92,8449138.49,66.3,10.72,19.2,244.89,84.73,12.7,24.94,4303912.04,7109556.19,4.26,1,0,1,87.16,1,59.12
Indonesia,2003,IDN,Asia,Southeast Asia,203258373,41377.04,38.95,7916222.76,51.8,15.66,41.32,127.11,106.71,11.82,31.55,6052177.23,9162263.76,4.43,0,0,0,56.17,1,33.05
France,1970,FRA,Europe,Western Europe,199630029,16520.46,23.43,4677283.05,50.7,26.69,47.72,229.61,64.2,2.71,36.09,7059256.91,9870455.69,1.46,1,0,0,84.5,3,39.49
Australia,1987,AUS,Oceania,Australia & New Zealand,249687034.2,27134.06,29.09,7264518.83,57.92,22.5,17.36,245.84,79.72,14.02,17.35,2111365.69,6174653.92,2.9,0,1,1,25.61,2,39.41
South Africa,1975,ZAF,Africa,Sub-Saharan Africa,104284895.3,22859,10.27,1070695.33,57,37.61,34.39,151.58,28.13,8.5,8.9,1887387.12,538457.68,0.8,0,1,1,54.53,2,30.52
India,1993,IND,Asia,South Asia,211905570.9,13364.64,61.36,13003220.86,61.58,37.56,13.15,42.34,168.14,13.07,14.48,4173893.22,9001304.83,2.78,0,1,0,69.75,5,93.66
Brazil,2009,BRA,South America,South America,16130172.22,49864.91,23.29,375652.09,54.09,17.42,3.45,99.97,63.81,5.36,19.76,801455.81,2874110.41,3.2,0,0,0,69.74,1,51.22
Germany,1989,DEU,Europe,Western Europe,139741511.2,42493.7,44.61,6233765.73,52.13,23.06,55.18,190.92,122.23,3.88,9.63,9020450.33,3909394.7,4.6,0,0,0,19.1,3,35.14
India,1997,IND,Asia,South Asia,281395401,12280.37,42.04,11829022.41,84.89,11.94,28.87,287.97,115.18,13.73,8.96,4237189.45,5207614.09,2.15,0,0,0,18.26,5,47.57
Russia,2017,RUS,Europe,Eastern Europe,82952744.89,44673.73,17.95,1488656.76,62.11,39.25,28.82,265.73,49.17,5.45,20.58,8320652.59,8836667.61,1.58,0,0,0,11.82,2,98.34
South Africa,1981,ZAF,Africa,Sub-Saharan Africa,15941265.93,29550.86,6.95,110748.46,73.3,23.2,44.69,253.44,19.04,5.02,18.03,9221165.54,8034817.07,2.89,1,0,0,61.95,2,82.84
China,1964,CHN,Asia,East Asia,175300552.6,1121.82,60.7,10640838.55,84.31,12.22,33.6,168.51,166.32,8.6,34.63,2037778.82,5034950.06,4.18,0,1,0,41.61,3,86.02
India,1968,IND,Asia,South Asia,107174829.2,17634.49,37.35,4002962.79,89.1,34.57,27.26,64.21,102.34,9.96,5.98,4957238.09,8786711.06,3.06,1,1,0,73.67,4,92.63
Russia,1972,RUS,Europe,Eastern Europe,114525357.6,1773.77,31.94,3657984.41,77.54,19.71,47.68,15.23,87.52,10.89,31.71,9701394.2,8520869.71,4.39,0,0,1,79.9,3,75.25
China,1982,CHN,Asia,East Asia,186855128.7,9359.38,7.16,1337010.09,66.94,34.52,54.76,232.64,19.61,12,35.78,427603.81,2815193.53,4.42,0,0,0,50.23,1,93.82
India,1986,IND,Asia,South Asia,131759267.7,24477.73,54.74,7212369.69,81.58,15.82,18.37,82.61,149.98,10.11,14.92,9684434.68,3932517.06,3.02,1,1,0,50.21,2,75.66
